GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,ALW1E001,AL0NE001,AL0NE002,AL0NE003,AL0NE004,AL0NE005,AL0NE006,AL0NE007,AL0NE008,AL0NE009,AL0NE010,AL0NE011,AL0NE012,AL0NE013,AL0NE014,AL0NE015
"G31009309706001","2015-2019","NE",,,"Nebraska","31","Howard County","093",,,"970600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310939706001","Block Group 1, Census Tract 9706, Howard County, Nebraska",,,919,904,1,0,0,0,6,8,0,8,902,23,44,11,20,121,12,671,56364,414,337,2,29,140,102,33,31,77,5,30,35,2,5,0
"G31009309706002","2015-2019","NE",,,"Nebraska","31","Howard County","093",,,"970600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310939706002","Block Group 2, Census Tract 9706, Howard County, Nebraska",,,862,721,0,0,3,0,76,62,0,62,855,29,83,9,62,58,24,590,39559,356,206,5,32,63,85,21,0,150,4,100,15,15,16,0
"G31009309706003","2015-2019","NE",,,"Nebraska","31","Howard County","093",,,"970600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310939706003","Block Group 3, Census Tract 9706, Howard County, Nebraska",,,1746,1724,6,0,0,0,0,16,0,16,1741,7,80,31,137,50,47,1389,63944,746,552,20,56,229,139,76,32,194,30,82,29,5,48,0
"G31009309706004","2015-2019","NE",,,"Nebraska","31","Howard County","093",,,"970600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310939706004","Block Group 4, Census Tract 9706, Howard County, Nebraska",,,1086,1070,0,2,1,2,6,5,0,5,1086,111,52,15,43,54,13,798,49917,506,393,10,39,123,140,49,32,113,55,15,27,9,1,6
"G31009509636001","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,"963600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310959636001","Block Group 1, Census Tract 9636, Jefferson County, Nebraska",,,1277,1256,0,0,0,0,8,13,0,13,1277,34,65,58,42,115,29,934,58029,596,519,3,61,228,103,110,14,77,2,32,29,4,10,0
"G31009509636002","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,"963600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310959636002","Block Group 2, Census Tract 9636, Jefferson County, Nebraska",,,554,533,0,0,0,0,0,21,0,21,554,23,15,7,16,22,27,444,52813,288,241,5,49,67,78,33,9,47,0,0,23,9,11,4
"G31009509636003","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,"963600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310959636003","Block Group 3, Census Tract 9636, Jefferson County, Nebraska",,,1339,1330,0,0,0,0,0,9,0,9,1336,17,38,33,60,53,104,1031,49341,613,501,8,71,197,105,82,38,112,0,29,40,18,25,0
"G31009509637001","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,"963700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310959637001","Block Group 1, Census Tract 9637, Jefferson County, Nebraska",,,1513,1401,19,15,15,0,0,63,0,63,1418,48,168,20,284,130,41,727,38542,685,432,0,91,229,62,25,25,253,76,109,68,0,0,0
"G31009509637002","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,"963700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310959637002","Block Group 2, Census Tract 9637, Jefferson County, Nebraska",,,1248,1228,0,0,0,0,20,0,0,0,1248,65,87,77,120,232,103,564,41495,551,380,27,139,94,86,17,17,171,8,78,70,15,0,0
"G31009509638001","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,"963800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310959638001","Block Group 1, Census Tract 9638, Jefferson County, Nebraska",,,1213,1178,26,1,0,0,0,8,0,8,1193,141,89,71,118,149,59,566,29779,569,279,5,81,106,38,49,0,290,61,151,56,0,22,0
"G31009709675001","2015-2019","NE",,,"Nebraska","31","Johnson County","097",,,"967500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310979675001","Block Group 1, Census Tract 9675, Johnson County, Nebraska",,,946,933,2,0,10,0,0,1,0,1,946,44,35,35,11,37,18,766,65313,412,340,0,27,135,83,64,31,72,2,37,10,22,1,0
"G31009709675002","2015-2019","NE",,,"Nebraska","31","Johnson County","097",,,"967500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310979675002","Block Group 2, Census Tract 9675, Johnson County, Nebraska",,,937,927,2,0,4,0,2,2,0,2,937,24,26,18,23,41,49,756,58750,411,376,8,47,139,108,34,40,35,5,11,6,13,0,0
"G31009709676001","2015-2019","NE",,,"Nebraska","31","Johnson County","097",,,"967600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310979676001","Block Group 1, Census Tract 9676, Johnson County, Nebraska",,,2307,1804,305,33,27,0,88,50,0,50,1262,64,77,54,88,33,46,900,55000,558,358,11,53,114,124,34,22,200,59,63,60,18,0,0
"G31009709676002","2015-2019","NE",,,"Nebraska","31","Johnson County","097",,,"967600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310979676002","Block Group 2, Census Tract 9676, Johnson County, Nebraska",,,971,794,4,1,40,0,130,2,0,2,966,37,44,81,69,190,53,492,41944,428,254,0,56,118,57,5,18,174,12,86,64,3,9,0
"G31009909666001","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,"966600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310999666001","Block Group 1, Census Tract 9666, Kearney County, Nebraska",,,1439,1437,0,0,2,0,0,0,0,0,1424,21,40,69,146,64,39,1045,70320,565,451,5,86,133,85,88,54,114,0,17,42,36,17,2
"G31009909666002","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,"966600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310999666002","Block Group 2, Census Tract 9666, Kearney County, Nebraska",,,1550,1496,4,0,27,0,3,20,8,12,1550,108,30,84,62,83,26,1157,61111,632,451,3,66,191,134,28,29,181,42,75,31,1,0,32
"G31009909666003","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,"966600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310999666003","Block Group 3, Census Tract 9666, Kearney County, Nebraska",,,637,569,0,49,3,0,0,16,0,16,637,6,34,14,32,32,15,504,66528,233,153,1,15,36,47,30,24,80,0,13,37,23,7,0
"G31009909667001","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,"966700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310999667001","Block Group 1, Census Tract 9667, Kearney County, Nebraska",,,1356,1339,0,0,0,0,17,0,0,0,1304,13,11,0,0,11,50,1219,70714,542,427,24,41,243,98,16,5,115,33,38,26,18,0,0
"G31009909667002","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,"966700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310999667002","Block Group 2, Census Tract 9667, Kearney County, Nebraska",,,1547,1473,3,2,0,0,7,62,62,0,1527,94,280,53,139,125,80,756,41786,694,468,0,171,162,87,33,15,226,63,88,54,7,14,0
"G31010100001001","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010001001","Block Group 1, Census Tract 1, Keith County, Nebraska",,,755,652,3,29,31,0,13,27,0,27,744,119,78,6,35,89,51,366,36944,370,194,16,47,86,37,8,0,176,23,92,39,13,9,0
"G31010100001002","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010001002","Block Group 2, Census Tract 1, Keith County, Nebraska",,,861,811,0,35,0,7,8,0,0,0,856,33,100,6,76,119,34,488,37609,434,228,0,61,56,83,21,7,206,23,155,17,11,0,0
"G31010100002001","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010002001","Block Group 1, Census Tract 2, Keith County, Nebraska",,,726,713,0,0,13,0,0,0,0,0,726,9,16,67,13,35,53,533,66786,414,275,0,81,102,64,28,0,139,9,48,82,0,0,0
"G31010100002002","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010002002","Block Group 2, Census Tract 2, Keith County, Nebraska",,,828,780,40,0,0,0,8,0,0,0,828,11,140,84,0,28,0,565,41389,442,253,0,49,159,39,0,6,189,20,106,57,6,0,0
"G31010100002003","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010002003","Block Group 3, Census Tract 2, Keith County, Nebraska",,,715,715,0,0,0,0,0,0,0,0,715,91,111,25,43,16,16,413,39318,338,214,0,30,102,57,25,0,124,8,27,89,0,0,0
"G31010100002004","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010002004","Block Group 4, Census Tract 2, Keith County, Nebraska",,,706,706,0,0,0,0,0,0,0,0,662,0,40,0,41,113,0,468,51953,295,178,9,35,49,30,39,16,117,52,16,33,0,9,7
"G31010100003001","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010003001","Block Group 1, Census Tract 3, Keith County, Nebraska",,,1637,1603,7,5,6,2,3,11,7,4,1615,11,144,30,82,85,30,1233,48899,813,674,14,123,286,95,82,74,139,2,63,56,5,9,4
"G31010100003002","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010003002","Block Group 2, Census Tract 3, Keith County, Nebraska",,,896,825,48,0,12,0,0,11,7,4,888,16,36,4,45,120,83,584,66779,347,282,2,40,82,77,45,36,65,14,15,29,5,2,0
"G31010100003003","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311010003003","Block Group 3, Census Tract 3, Keith County, Nebraska",,,944,940,0,0,0,4,0,0,0,0,944,10,28,6,61,66,18,755,75694,429,373,12,23,115,133,49,41,56,0,18,17,17,4,0
"G31010309754001","2015-2019","NE",,,"Nebraska","31","Keya Paha County","103",,,"975400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311039754001","Block Group 1, Census Tract 9754, Keya Paha County, Nebraska",,,760,749,0,0,0,0,1,10,3,7,760,8,49,78,46,16,3,560,56500,304,221,0,38,40,72,29,42,83,0,19,31,9,17,7
"G31010509545001","2015-2019","NE",,,"Nebraska","31","Kimball County","105",,,"954500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311059545001","Block Group 1, Census Tract 9545, Kimball County, Nebraska",,,800,770,0,2,3,0,2,23,2,21,800,29,73,12,41,104,21,520,68618,347,319,10,56,157,65,23,8,28,0,5,6,17,0,0
"G31010509545002","2015-2019","NE",,,"Nebraska","31","Kimball County","105",,,"954500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311059545002","Block Group 2, Census Tract 9545, Kimball County, Nebraska",,,1002,929,2,39,0,0,3,29,20,9,1002,58,58,68,29,23,49,717,54750,362,270,5,54,132,73,6,0,92,28,28,12,11,13,0
"G31010509545003","2015-2019","NE",,,"Nebraska","31","Kimball County","105",,,"954500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311059545003","Block Group 3, Census Tract 9545, Kimball County, Nebraska",,,828,765,1,1,0,0,0,61,0,61,820,32,79,211,5,5,90,398,40588,370,182,5,69,70,18,16,4,188,23,38,77,40,10,0
"G31010509545004","2015-2019","NE",,,"Nebraska","31","Kimball County","105",,,"954500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311059545004","Block Group 4, Census Tract 9545, Kimball County, Nebraska",,,1003,959,0,0,9,0,0,35,0,35,957,26,33,53,53,45,28,719,52292,498,355,8,80,140,46,56,25,143,4,96,27,16,0,0
"G31010709762001","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,"976200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311079762001","Block Group 1, Census Tract 9762, Knox County, Nebraska",,,1296,1200,0,85,0,0,0,11,0,11,1244,71,139,46,58,71,40,819,54792,522,412,27,52,129,81,62,61,110,23,33,31,16,7,0
"G31010709762002","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,"976200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311079762002","Block Group 2, Census Tract 9762, Knox County, Nebraska",,,1779,1742,15,10,8,0,0,4,0,4,1726,50,69,94,69,119,85,1240,48088,800,651,14,84,298,131,79,45,149,6,77,53,0,8,5
"G31010709763001","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,"976300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311079763001","Block Group 1, Census Tract 9763, Knox County, Nebraska",,,1232,1200,0,0,9,2,4,17,0,17,1186,8,33,15,70,15,51,994,71250,471,376,10,43,119,114,57,33,95,0,38,38,14,5,0
"G31010709763002","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,"976300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311079763002","Block Group 2, Census Tract 9763, Knox County, Nebraska",,,1009,964,13,4,5,0,13,10,5,5,968,20,28,53,43,121,23,680,41957,514,366,16,113,157,53,9,18,148,17,60,33,13,0,25
"G31010709764001","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,"976400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311079764001","Block Group 1, Census Tract 9764, Knox County, Nebraska",,,1807,1665,4,11,0,0,30,97,0,97,1807,15,66,56,137,110,41,1382,58654,762,562,5,122,211,120,71,33,200,21,72,80,27,0,0
"G31010709764002","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,"976400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311079764002","Block Group 2, Census Tract 9764, Knox County, Nebraska",,,1303,545,2,687,5,0,12,52,2,50,1286,116,148,73,67,160,21,701,43681,517,292,6,71,119,72,15,9,225,24,78,75,36,10,2
"G31010900001001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090001001","Block Group 1, Census Tract 1, Lancaster County, Nebraska",,,1055,1031,7,0,0,0,17,0,0,0,1055,0,133,43,0,7,0,872,52052,547,456,9,123,224,76,24,0,91,0,43,48,0,0,0
"G31010900001002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090001002","Block Group 2, Census Tract 1, Lancaster County, Nebraska",,,932,817,15,0,14,0,77,9,0,9,886,51,119,18,35,54,64,545,42664,415,291,0,89,133,53,8,8,124,9,39,76,0,0,0
"G31010900001003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090001003","Block Group 3, Census Tract 1, Lancaster County, Nebraska",,,1215,1121,42,0,0,0,5,47,28,19,1215,61,114,206,55,29,42,708,33246,573,183,0,77,79,9,9,9,390,103,142,98,25,22,0
"G31010900002011","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002011","Block Group 1, Census Tract 2.01, Lancaster County, Nebraska",,,749,749,0,0,0,0,0,0,0,0,749,0,0,14,27,14,31,663,63576,365,321,0,46,174,47,54,0,44,14,16,14,0,0,0
"G31010900002012","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002012","Block Group 2, Census Tract 2.01, Lancaster County, Nebraska",,,1067,1050,0,0,0,0,17,0,0,0,1041,21,0,12,0,46,50,912,67865,490,415,0,175,170,54,16,0,75,0,31,44,0,0,0
"G31010900002013","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002013","Block Group 3, Census Tract 2.01, Lancaster County, Nebraska",,,1189,954,35,0,97,0,16,87,0,87,1154,210,145,0,0,164,202,433,53086,369,197,0,66,87,18,26,0,172,0,141,14,17,0,0
"G31010900002014","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000201","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002014","Block Group 4, Census Tract 2.01, Lancaster County, Nebraska",,,618,492,0,78,48,0,0,0,0,0,618,0,0,191,0,82,0,345,,225,133,0,63,0,0,70,0,92,0,23,54,15,0,0
"G31010900002015","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000201","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002015","Block Group 5, Census Tract 2.01, Lancaster County, Nebraska",,,1153,1007,0,2,0,0,0,144,0,144,1121,46,51,28,59,78,15,844,56708,604,249,0,44,144,61,0,0,355,138,108,109,0,0,0
"G31010900002021","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002021","Block Group 1, Census Tract 2.02, Lancaster County, Nebraska",,,1295,1139,9,81,0,0,28,38,0,38,1257,19,95,95,53,54,72,869,42344,699,241,0,153,61,19,8,0,458,30,208,177,43,0,0
"G31010900002022","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002022","Block Group 2, Census Tract 2.02, Lancaster County, Nebraska",,,857,677,113,0,48,0,0,19,0,19,857,31,105,32,69,75,45,500,43040,447,235,0,77,98,39,21,0,212,12,130,33,31,6,0
"G31010900002023","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090002023","Block Group 3, Census Tract 2.02, Lancaster County, Nebraska",,,2141,1896,72,32,38,0,52,51,16,35,1233,192,262,117,19,53,0,590,33583,587,103,0,40,63,0,0,0,484,17,257,136,63,0,11
"G31010900003001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090003001","Block Group 1, Census Tract 3, Lancaster County, Nebraska",,,737,688,6,0,27,0,0,16,5,11,737,5,142,83,76,210,6,215,31375,288,79,0,21,40,18,0,0,209,70,53,8,8,70,0
"G31010900003002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090003002","Block Group 2, Census Tract 3, Lancaster County, Nebraska",,,587,451,57,0,22,0,0,57,16,41,587,42,20,61,0,153,0,311,40016,325,90,7,36,23,9,0,15,235,68,132,24,11,0,0
"G31010900003003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090003003","Block Group 3, Census Tract 3, Lancaster County, Nebraska",,,1676,1182,322,0,45,0,10,117,0,117,1676,61,396,301,158,214,150,396,33659,700,120,12,74,18,16,0,0,580,41,239,216,58,0,26
"G31010900003004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090003004","Block Group 4, Census Tract 3, Lancaster County, Nebraska",,,900,766,0,0,13,0,36,85,85,0,867,0,185,36,0,225,12,409,48750,350,260,38,56,84,37,6,39,90,0,23,51,16,0,0
"G31010900004001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090004001","Block Group 1, Census Tract 4, Lancaster County, Nebraska",,,1767,1489,162,10,13,10,10,73,0,73,1767,128,487,34,432,112,47,527,36250,653,264,0,110,107,26,13,8,389,47,125,120,42,55,0
"G31010900004002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090004002","Block Group 2, Census Tract 4, Lancaster County, Nebraska",,,1515,932,355,0,118,7,35,68,0,68,1459,138,423,94,42,143,123,496,37315,500,129,0,24,72,33,0,0,371,51,98,126,53,43,0
"G31010900004003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090004003","Block Group 3, Census Tract 4, Lancaster County, Nebraska",,,809,527,110,20,40,0,36,76,0,76,800,75,226,83,0,150,13,253,25300,342,91,0,37,12,23,8,11,251,69,133,38,0,11,0
"G31010900004004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090004004","Block Group 4, Census Tract 4, Lancaster County, Nebraska",,,1438,907,211,82,29,0,54,155,0,155,1438,451,249,163,31,172,34,338,30806,468,97,0,40,28,11,0,18,371,37,162,68,37,49,18
"G31010900005001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090005001","Block Group 1, Census Tract 5, Lancaster County, Nebraska",,,2405,2032,169,31,51,0,61,61,0,61,2298,712,492,127,150,181,72,564,27531,893,72,6,18,18,23,7,0,821,85,368,220,40,69,39
"G31010900006001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090006001","Block Group 1, Census Tract 6, Lancaster County, Nebraska",,,3237,2791,177,23,120,0,24,102,0,102,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G31010900006002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090006002","Block Group 2, Census Tract 6, Lancaster County, Nebraska",,,2948,2301,88,9,460,0,0,90,0,90,125,41,16,0,0,30,15,23,,42,0,0,0,0,0,0,0,42,22,0,20,0,0,0
"G31010900007001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090007001","Block Group 1, Census Tract 7, Lancaster County, Nebraska",,,958,701,17,11,221,0,8,0,0,0,958,135,143,23,125,67,58,407,27092,509,120,46,54,20,0,0,0,389,40,264,70,15,0,0
"G31010900007002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090007002","Block Group 2, Census Tract 7, Lancaster County, Nebraska",,,1434,454,243,4,656,0,36,41,0,41,1389,290,207,94,271,141,70,316,33304,631,135,0,20,102,13,0,0,496,110,292,79,7,0,8
"G31010900008001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090008001","Block Group 1, Census Tract 8, Lancaster County, Nebraska",,,1206,995,165,6,0,1,0,39,0,39,1178,74,297,29,58,63,0,657,62708,452,216,0,102,101,13,0,0,236,22,106,66,42,0,0
"G31010900008002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090008002","Block Group 2, Census Tract 8, Lancaster County, Nebraska",,,1250,856,290,11,0,0,71,22,17,5,1250,45,468,87,32,108,45,465,31547,483,158,0,50,44,27,26,11,325,76,133,116,0,0,0
"G31010900008003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090008003","Block Group 3, Census Tract 8, Lancaster County, Nebraska",,,1490,779,31,12,317,6,11,334,23,311,1473,438,188,46,127,15,67,592,36094,539,298,37,58,162,29,12,0,241,35,112,52,16,0,26
"G31010900009001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090009001","Block Group 1, Census Tract 9, Lancaster County, Nebraska",,,1074,587,110,79,245,0,8,45,30,15,880,192,43,17,59,106,0,463,36635,348,77,10,11,35,15,6,0,271,98,65,99,9,0,0
"G31010900009002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090009002","Block Group 2, Census Tract 9, Lancaster County, Nebraska",,,639,514,14,0,81,0,15,15,0,15,639,30,65,56,46,27,0,415,32500,484,0,0,0,0,0,0,0,484,15,410,59,0,0,0
"G31010900009003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090009003","Block Group 3, Census Tract 9, Lancaster County, Nebraska",,,609,506,72,0,31,0,0,0,0,0,534,56,37,9,12,24,7,389,41484,354,168,7,62,60,39,0,0,186,78,79,29,0,0,0
"G31010900009004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"000900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090009004","Block Group 4, Census Tract 9, Lancaster County, Nebraska",,,1070,934,77,0,10,0,49,0,0,0,936,103,47,28,90,65,0,603,72452,425,278,6,87,126,59,0,0,147,8,73,43,12,11,0
"G31010900010011","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090010011","Block Group 1, Census Tract 10.01, Lancaster County, Nebraska",,,849,848,0,1,0,0,0,0,0,0,849,221,14,33,22,7,28,524,37679,380,235,9,134,33,59,0,0,145,26,78,41,0,0,0
"G31010900010012","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090010012","Block Group 2, Census Tract 10.01, Lancaster County, Nebraska",,,1103,1008,81,0,0,0,0,14,7,7,1103,29,22,113,0,135,0,804,60455,496,333,9,126,125,73,0,0,163,0,111,7,38,0,7
"G31010900010013","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001001","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090010013","Block Group 3, Census Tract 10.01, Lancaster County, Nebraska",,,986,967,0,0,9,0,0,10,0,10,986,22,64,0,17,0,14,869,66964,399,307,14,63,126,70,18,16,92,3,12,61,16,0,0
"G31010900010021","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090010021","Block Group 1, Census Tract 10.02, Lancaster County, Nebraska",,,1741,1392,9,0,323,0,3,14,0,14,1709,177,92,46,60,119,74,1141,46750,859,200,0,56,61,48,24,11,659,75,367,156,29,32,0
